ID,SPECIES_NAME,TAXONOMIC_NAME,Level,submitted_name,valid_name_FishBase,Genus_FishBase,Family_FishBase,Class_FishBase,AphiaID,rls_EM,Comment
1562,Megalops atlanticus,Megalops atlanticus,species,Megalops atlanticus,Megalops atlanticus,Megalops,Megalopidae,Actinopteri,126430,1,NA
1563,Meiacanthus atrodorsalis,Meiacanthus atrodorsalis,species,Meiacanthus atrodorsalis,Meiacanthus atrodorsalis,Meiacanthus,Blenniidae,Actinopteri,279304,1,NA
1564,Meiacanthus bundoon,Meiacanthus bundoon,species,Meiacanthus bundoon,Meiacanthus bundoon,Meiacanthus,Blenniidae,Actinopteri,279305,1,NA
1565,Meiacanthus crinitus,Meiacanthus crinitus,species,Meiacanthus crinitus,Meiacanthus crinitus,Meiacanthus,Blenniidae,Actinopteri,279306,1,NA
1566,Meiacanthus ditrema,Meiacanthus ditrema,species,Meiacanthus ditrema,Meiacanthus ditrema,Meiacanthus,Blenniidae,Actinopteri,279307,1,NA
1567,Meiacanthus grammistes,Meiacanthus grammistes,species,Meiacanthus grammistes,Meiacanthus grammistes,Meiacanthus,Blenniidae,Actinopteri,279310,1,NA
1568,Meiacanthus kamoharai,Meiacanthus kamoharai,species,Meiacanthus kamoharai,Meiacanthus kamoharai,Meiacanthus,Blenniidae,Actinopteri,279311,1,NA
1569,Meiacanthus lineatus,Meiacanthus lineatus,species,Meiacanthus lineatus,Meiacanthus lineatus,Meiacanthus,Blenniidae,Actinopteri,279313,1,NA
1570,Meiacanthus luteus,Meiacanthus luteus,species,Meiacanthus luteus,Meiacanthus luteus,Meiacanthus,Blenniidae,Actinopteri,279314,1,NA
1571,Meiacanthus mossambicus,Meiacanthus mossambicus,species,Meiacanthus mossambicus,Meiacanthus mossambicus,Meiacanthus,Blenniidae,Actinopteri,219309,1,NA
1572,Meiacanthus nigrolineatus,Meiacanthus nigrolineatus,species,Meiacanthus nigrolineatus,Meiacanthus nigrolineatus,Meiacanthus,Blenniidae,Actinopteri,219307,1,NA
1573,Meiacanthus oualanensis,Meiacanthus oualanensis,species,Meiacanthus oualanensis,Meiacanthus oualanensis,Meiacanthus,Blenniidae,Actinopteri,279316,1,NA
1574,Meiacanthus phaeus,Meiacanthus phaeus,species,Meiacanthus phaeus,Meiacanthus phaeus,Meiacanthus,Blenniidae,Actinopteri,279317,1,NA
1575,Meiacanthus reticulatus,Meiacanthus reticulatus,species,Meiacanthus reticulatus,Meiacanthus reticulatus,Meiacanthus,Blenniidae,Actinopteri,279319,1,NA
1576,Meiacanthus smithi,Meiacanthus smithi,species,Meiacanthus smithi,Meiacanthus smithi,Meiacanthus,Blenniidae,Actinopteri,219308,1,NA
1577,Meiacanthus sp. [yellow tail],Meiacanthus sp. [yellow tail],genus,NA,NA,Meiacanthus,Blenniidae,Actinopteri,NA,NA,NA
1578,Meiacanthus spp.,Meiacanthus spp.,genus,NA,NA,Meiacanthus,Blenniidae,Actinopteri,NA,NA,NA
1579,Meiacanthus tongaensis,Meiacanthus tongaensis,species,Meiacanthus tongaensis,Meiacanthus tongaensis,Meiacanthus,Blenniidae,Actinopteri,279320,1,NA
1580,Melichthys indicus,Melichthys indicus,species,Melichthys indicus,Melichthys indicus,Melichthys,Balistidae,Actinopteri,219882,1,NA
1581,Melichthys niger,Melichthys niger,species,Melichthys niger,Melichthys niger,Melichthys,Balistidae,Actinopteri,219881,1,NA
1582,Melichthys vidua,Melichthys vidua,species,Melichthys vidua,Melichthys vidua,Melichthys,Balistidae,Actinopteri,219879,1,NA
1583,Mendosoma lineatum,Mendosoma lineatum,species,Mendosoma lineatum,Mendosoma lineatum,Mendosoma,Latridae,Actinopteri,281549,1,NA
1584,Meuschenia australis,Meuschenia australis,species,Meuschenia australis,Meuschenia australis,Meuschenia,Monacanthidae,Actinopteri,277610,1,NA
1585,Meuschenia flavolineata,Meuschenia flavolineata,species,Meuschenia flavolineata,Meuschenia flavolineata,Meuschenia,Monacanthidae,Actinopteri,277611,1,NA
1586,Meuschenia freycineti,Meuschenia freycineti,species,Meuschenia freycineti,Meuschenia freycineti,Meuschenia,Monacanthidae,Actinopteri,220060,1,NA
1587,Meuschenia galii,Meuschenia galii,species,Meuschenia galii,Meuschenia galii,Meuschenia,Monacanthidae,Actinopteri,277612,1,NA
1588,Meuschenia hippocrepis,Meuschenia hippocrepis,species,Meuschenia hippocrepis,Meuschenia hippocrepis,Meuschenia,Monacanthidae,Actinopteri,277613,1,NA
1589,Meuschenia scaber,Meuschenia scaber,species,Meuschenia scaber,Meuschenia scaber,Meuschenia,Monacanthidae,Actinopteri,277614,1,NA
1590,Meuschenia spp.,Meuschenia spp.,genus,NA,NA,Meuschenia,Monacanthidae,Actinopteri,NA,NA,NA
1591,Meuschenia trachylepis,Meuschenia trachylepis,species,Meuschenia trachylepis,Meuschenia trachylepis,Meuschenia,Monacanthidae,Actinopteri,277615,1,NA
1592,Meuschenia venusta,Meuschenia venusta,species,Meuschenia venusta,Meuschenia venusta,Meuschenia,Monacanthidae,Actinopteri,277616,1,NA
1593,Microcanthus strigatus,Microcanthus strigatus,species,Microcanthus strigatus,Microcanthus strigatus,Microcanthus,Kyphosidae,Actinopteri,281558,1,NA
1594,Microgobius microlepis,Microgobius microlepis,species,Microgobius microlepis,Microgobius microlepis,Microgobius,Gobiidae,Actinopteri,275717,1,NA
1595,Microlepidotus brevipinnis,Microlepidotus brevipinnis,species,Microlepidotus brevipinnis,Microlepidotus brevipinnis,Microlepidotus,Haemulidae,Actinopteri,281559,1,NA
1596,Micropogonias spp.,Micropogonias spp.,genus,NA,NA,Micropogonias,Sciaenidae,Actinopteri,NA,NA,NA
1597,Microspathodon bairdii,Microspathodon bairdii,species,Microspathodon bairdii,Microspathodon bairdii,Microspathodon,Pomacentridae,Actinopteri,281570,1,NA
1598,Microspathodon chrysurus,Microspathodon chrysurus,species,Microspathodon chrysurus,Microspathodon chrysurus,Microspathodon,Pomacentridae,Actinopteri,281571,1,NA
1599,Microspathodon dorsalis,Microspathodon dorsalis,species,Microspathodon dorsalis,Microspathodon dorsalis,Microspathodon,Pomacentridae,Actinopteri,281572,1,NA
1600,Mobula thurstoni,Mobula thurstoni,species,Mobula thurstoni,Mobula thurstoni,Mobula,Myliobatidae,Elasmobranchii,217430,1,NA
1601,Mola mola,Mola mola,species,Mola mola,Mola mola,Mola,Molidae,Actinopteri,127405,1,NA
1602,Molva molva,Molva molva,species,Molva molva,Molva molva,Molva,Lotidae,Actinopteri,126461,1,NA
1603,Monacanthid spp.,Monacanthid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
1604,Monacanthus chinensis,Monacanthus chinensis,species,Monacanthus chinensis,Monacanthus chinensis,Monacanthus,Monacanthidae,Actinopteri,276256,1,NA
1605,Monacanthus tuckeri,Monacanthus tuckeri,species,Monacanthus tuckeri,Monacanthus tuckeri,Monacanthus,Monacanthidae,Actinopteri,159499,1,NA
1606,Monodactylus argenteus,Monodactylus argenteus,species,Monodactylus argenteus,Monodactylus argenteus,Monodactylus,Monodactylidae,Actinopteri,218695,1,NA
1607,Monotaxis grandoculis,Monotaxis grandoculis,species,Monotaxis grandoculis,Monotaxis grandoculis,Monotaxis,Lethrinidae,Actinopteri,218584,1,NA
1608,Monotaxis heterodon,Monotaxis heterodon,species,Monotaxis heterodon,Monotaxis heterodon,Monotaxis,Lethrinidae,Actinopteri,1042872,1,NA
1609,Mugil cephalus,Mugil cephalus,species,Mugil cephalus,Mugil cephalus,Mugil,Mugilidae,Actinopteri,126983,1,NA
1610,Mugil curema,Mugil curema,species,Mugil curema,Mugil curema,Mugil,Mugilidae,Actinopteri,159416,1,NA
1611,Mugil galapagensis,Mugil galapagensis,species,Mugil galapagensis,Mugil galapagensis,Mugil,Mugilidae,Actinopteri,273651,1,NA
1612,Mugilid spp.,Mugilid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
1613,Mulloidichthys dentatus,Mulloidichthys dentatus,species,Mulloidichthys dentatus,Mulloidichthys dentatus,Mulloidichthys,Mullidae,Actinopteri,277990,1,NA
1614,Mulloidichthys flavolineatus,Mulloidichthys flavolineatus,species,Mulloidichthys flavolineatus,Mulloidichthys flavolineatus,Mulloidichthys,Mullidae,Actinopteri,218647,1,NA
1615,Mulloidichthys martinicus,Mulloidichthys martinicus,species,Mulloidichthys martinicus,Mulloidichthys martinicus,Mulloidichthys,Mullidae,Actinopteri,277991,1,NA
1616,Mulloidichthys mimicus,Mulloidichthys mimicus,species,Mulloidichthys mimicus,Mulloidichthys mimicus,Mulloidichthys,Mullidae,Actinopteri,218652,1,NA
1617,Mulloidichthys vanicolensis,Mulloidichthys vanicolensis,species,Mulloidichthys vanicolensis,Mulloidichthys vanicolensis,Mulloidichthys,Mullidae,Actinopteri,218648,1,NA
1618,Mullus argentinae,Mullus argentinae,species,Mullus argentinae,Mullus argentinae,Mullus,Mullidae,Actinopteri,273661,1,NA
1619,Mullus surmuletus,Mullus surmuletus,species,Mullus surmuletus,Mullus surmuletus,Mullus,Mullidae,Actinopteri,126986,1,NA
1620,Muraena argus,Muraena argus,species,Muraena argus,Muraena argus,Muraena,Muraenidae,Actinopteri,271896,1,NA
1621,Muraena augusti,Muraena augusti,species,Muraena augusti,Muraena augusti,Muraena,Muraenidae,Actinopteri,299565,1,NA
1622,Muraena clepsydra,Muraena clepsydra,species,Muraena clepsydra,Muraena clepsydra,Muraena,Muraenidae,Actinopteri,271898,1,NA
1623,Muraena helena,Muraena helena,species,Muraena helena,Muraena helena,Muraena,Muraenidae,Actinopteri,126303,1,NA
1624,Muraena lentiginosa,Muraena lentiginosa,species,Muraena lentiginosa,Muraena lentiginosa,Muraena,Muraenidae,Actinopteri,271900,1,NA
1625,Muraena spp.,Muraena spp.,genus,NA,NA,Muraena,Muraenidae,Actinopteri,NA,NA,NA
1626,Mycteroperca bonaci,Mycteroperca bonaci,species,Mycteroperca bonaci,Mycteroperca bonaci,Mycteroperca,Serranidae,Actinopteri,159231,1,NA
1627,Mycteroperca fusca,Mycteroperca fusca,species,Mycteroperca fusca,Mycteroperca fusca,Mycteroperca,Serranidae,Actinopteri,127038,1,NA
1628,Mycteroperca interstitialis,Mycteroperca interstitialis,species,Mycteroperca interstitialis,Mycteroperca interstitialis,Mycteroperca,Serranidae,Actinopteri,273878,1,NA
1629,Mycteroperca olfax,Mycteroperca olfax,species,Mycteroperca olfax,Mycteroperca olfax,Mycteroperca,Serranidae,Actinopteri,273881,1,NA
1630,Mycteroperca rosacea,Mycteroperca rosacea,species,Mycteroperca rosacea,Mycteroperca rosacea,Mycteroperca,Serranidae,Actinopteri,273883,1,NA
1631,Mycteroperca tigris,Mycteroperca tigris,species,Mycteroperca tigris,Mycteroperca tigris,Mycteroperca,Serranidae,Actinopteri,273884,1,NA
1632,Mycteroperca venenosa,Mycteroperca venenosa,species,Mycteroperca venenosa,Mycteroperca venenosa,Mycteroperca,Serranidae,Actinopteri,273885,1,NA
1633,Mycteroperca xenarcha,Mycteroperca xenarcha,species,Mycteroperca xenarcha,Mycteroperca xenarcha,Mycteroperca,Serranidae,Actinopteri,273886,1,NA
1634,Myliobatis aquila,Myliobatis aquila,species,Myliobatis aquila,Myliobatis aquila,Myliobatis,Myliobatidae,Elasmobranchii,105860,1,NA
1635,Myliobatis australis,Myliobatis australis,species,Myliobatis australis,Myliobatis australis,Myliobatis,Myliobatidae,Elasmobranchii,271484,1,NA
1636,Myliobatis californica,Myliobatis californica,species,Myliobatis californica,Myliobatis californica,Myliobatis,Myliobatidae,Elasmobranchii,271485,1,NA
1637,Myliobatis tenuicaudatus,Myliobatis tenuicaudatus,species,Myliobatis tenuicaudatus,Myliobatis tenuicaudatus,Myliobatis,Myliobatidae,Elasmobranchii,271491,1,NA
1638,Myoxocephalus scorpius,Myoxocephalus scorpius,species,Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus,Cottidae,Actinopteri,127203,1,NA
1639,Myoxocephalus spp.,Myoxocephalus spp.,genus,NA,NA,Myoxocephalus,Cottidae,Actinopteri,NA,NA,NA
1640,Myrichthys maculosus,Myrichthys maculosus,species,Myrichthys maculosus,Myrichthys maculosus,Myrichthys,Ophichthidae,Actinopteri,217578,1,NA
1641,Myrichthys tigrinus,Myrichthys tigrinus,species,Myrichthys tigrinus,Myrichthys tigrinus,Myrichthys,Ophichthidae,Actinopteri,275489,1,NA
1642,Myripristis adusta,Myripristis adusta,species,Myripristis adusta,Myripristis adusta,Myripristis,Holocentridae,Actinopteri,217926,1,NA
1643,Myripristis amaena,Myripristis amaena,species,Myripristis amaena,Myripristis amaena,Myripristis,Holocentridae,Actinopteri,276190,1,NA
1644,Myripristis berndti,Myripristis berndti,species,Myripristis berndti,Myripristis berndti,Myripristis,Holocentridae,Actinopteri,217927,1,NA
1645,Myripristis earlei,Myripristis earlei,species,Myripristis earlei,Myripristis earlei,Myripristis,Holocentridae,Actinopteri,276194,1,NA
1646,Myripristis hexagona,Myripristis hexagona,species,Myripristis hexagona,Myripristis hexagona,Myripristis,Holocentridae,Actinopteri,217928,1,NA
1647,Myripristis jacobus,Myripristis jacobus,species,Myripristis jacobus,Myripristis jacobus,Myripristis,Holocentridae,Actinopteri,159385,1,NA
1648,Myripristis kochiensis,Myripristis kochiensis,species,Myripristis kochiensis,Myripristis kochiensis,Myripristis,Holocentridae,Actinopteri,276198,1,NA
1649,Myripristis kuntee,Myripristis kuntee,species,Myripristis kuntee,Myripristis kuntee,Myripristis,Holocentridae,Actinopteri,217915,1,NA
1650,Myripristis leiognathus,Myripristis leiognathus,species,Myripristis leiognathus,Myripristis leiognathus,Myripristis,Holocentridae,Actinopteri,276199,1,NA
1651,Myripristis murdjan,Myripristis murdjan,species,Myripristis murdjan,Myripristis murdjan,Myripristis,Holocentridae,Actinopteri,217925,1,NA
1652,Myripristis pralinia,Myripristis pralinia,species,Myripristis pralinia,Myripristis pralinia,Myripristis,Holocentridae,Actinopteri,217919,1,NA
1653,Myripristis randalli,Myripristis randalli,species,Myripristis randalli,Myripristis randalli,Myripristis,Holocentridae,Actinopteri,276200,1,NA
1654,Myripristis spp.,Myripristis spp.,genus,NA,NA,Myripristis,Holocentridae,Actinopteri,NA,NA,NA
1655,Myripristis tiki,Myripristis tiki,species,Myripristis tiki,Myripristis tiki,Myripristis,Holocentridae,Actinopteri,276202,1,NA
1656,Myripristis violacea,Myripristis violacea,species,Myripristis violacea,Myripristis violacea,Myripristis,Holocentridae,Actinopteri,217914,1,NA
1657,Myripristis vittata,Myripristis vittata,species,Myripristis vittata,Myripristis vittata,Myripristis,Holocentridae,Actinopteri,217924,1,NA
1658,Nannosalarias nativitatis,Nannosalarias nativitatis,species,Nannosalarias nativitatis,Nannosalarias nativitatis,Nannosalarias,Blenniidae,Actinopteri,281636,1,NA
1659,Naso annulatus,Naso annulatus,species,Naso annulatus,Naso annulatus,Naso,Acanthuridae,Actinopteri,219673,1,NA
1660,Naso brachycentron,Naso brachycentron,species,Naso brachycentron,Naso brachycentron,Naso,Acanthuridae,Actinopteri,219664,1,NA
1661,Naso brevirostris,Naso brevirostris,species,Naso brevirostris,Naso brevirostris,Naso,Acanthuridae,Actinopteri,219671,1,NA
1662,Naso caeruleacauda,Naso caeruleacauda,species,Naso caeruleacauda,Naso caeruleacauda,Naso,Acanthuridae,Actinopteri,278003,1,NA
1663,Naso caesius,Naso caesius,species,Naso caesius,Naso caesius,Naso,Acanthuridae,Actinopteri,278004,1,NA
1664,Naso elegans,Naso elegans,species,Naso elegans,Naso elegans,Naso,Acanthuridae,Actinopteri,278005,1,NA
1665,Naso fageni,Naso fageni,species,Naso fageni,Naso fageni,Naso,Acanthuridae,Actinopteri,219666,1,NA
1666,Naso hexacanthus,Naso hexacanthus,species,Naso hexacanthus,Naso hexacanthus,Naso,Acanthuridae,Actinopteri,219667,1,NA
1667,Naso lituratus,Naso lituratus,species,Naso lituratus,Naso lituratus,Naso,Acanthuridae,Actinopteri,219665,1,NA
1668,Naso lopezi,Naso lopezi,species,Naso lopezi,Naso lopezi,Naso,Acanthuridae,Actinopteri,278006,1,NA
1669,Naso sp. (blunt head),Naso spp.,genus,NA,NA,Naso,Acanthuridae,Actinopteri,NA,NA,NA
1670,Naso spp.,Naso spp.,genus,NA,NA,Naso,Acanthuridae,Actinopteri,NA,NA,NA
1671,Naso thynnoides,Naso thynnoides,species,Naso thynnoides,Naso thynnoides,Naso,Acanthuridae,Actinopteri,219670,1,NA
1672,Naso tonganus,Naso tonganus,species,Naso tonganus,Naso tonganus,Naso,Acanthuridae,Actinopteri,278010,1,NA
1673,Naso tuberosus,Naso tuberosus,species,Naso tuberosus,Naso tuberosus,Naso,Acanthuridae,Actinopteri,219675,1,NA
1674,Naso unicornis,Naso unicornis,species,Naso unicornis,Naso unicornis,Naso,Acanthuridae,Actinopteri,219668,1,NA
1675,Naso vlamingii,Naso vlamingii,species,Naso vlamingii,Naso vlamingii,Naso,Acanthuridae,Actinopteri,219672,1,NA
1676,Naucrates ductor,Naucrates ductor,species,Naucrates ductor,Naucrates ductor,Naucrates,Carangidae,Actinopteri,126811,1,NA
1677,Neatypus obliquus,Neatypus obliquus,species,Neatypus obliquus,Neatypus obliquus,Neatypus,Kyphosidae,Actinopteri,281638,1,NA
1678,Nebrius ferrugineus,Nebrius ferrugineus,species,Nebrius ferrugineus,Nebrius ferrugineus,Nebrius,Ginglymostomatidae,Elasmobranchii,220030,1,NA
1679,Nectamia bandanensis,Nectamia bandanensis,species,Nectamia bandanensis,Nectamia bandanensis,Nectamia,Apogonidae,Actinopteri,398504,1,NA
1680,Nectamia luxuria,Nectamia luxuria,species,Nectamia luxuria,Nectamia luxuria,Nectamia,Apogonidae,Actinopteri,398507,1,NA
1681,Nectamia similis,Nectamia similis,species,Nectamia similis,Nectamia similis,Nectamia,Apogonidae,Actinopteri,398509,1,NA
1682,Nectamia spp.,Nectamia spp.,genus,NA,NA,Nectamia,Apogonidae,Actinopteri,NA,NA,NA
1683,Negaprion acutidens,Negaprion acutidens,species,Negaprion acutidens,Negaprion acutidens,Negaprion,Carcharhinidae,Elasmobranchii,217356,1,NA
1684,Nelusetta ayraud,Nelusetta ayraud,species,Nelusetta ayraud,Nelusetta ayraud,Nelusetta,Monacanthidae,Actinopteri,281648,1,NA
1685,Nemadactylus bergi,Nemadactylus bergi,species,Nemadactylus bergi,Nemadactylus bergi,Nemadactylus,Cheilodactylidae,Actinopteri,281650,1,NA
1686,Nemadactylus douglasii,Nemadactylus douglasii,species,Nemadactylus douglasii,Nemadactylus douglasii,Nemadactylus,Cheilodactylidae,Actinopteri,281651,1,NA
1687,Nemadactylus macropterus,Nemadactylus macropterus,species,Nemadactylus macropterus,Nemadactylus macropterus,Nemadactylus,Cheilodactylidae,Actinopteri,281653,1,NA
1688,Nemadactylus valenciennesi,Nemadactylus valenciennesi,species,Nemadactylus valenciennesi,Nemadactylus valenciennesi,Nemadactylus,Cheilodactylidae,Actinopteri,281655,1,NA
1689,Nemateleotris magnifica,Nemateleotris magnifica,species,Nemateleotris magnifica,Nemateleotris magnifica,Nemateleotris,Gobiidae,Actinopteri,219611,1,NA
1690,Nemipterid spp.,Nemipterid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
1691,Neocirrhites armatus,Neocirrhites armatus,species,Neocirrhites armatus,Neocirrhites armatus,Neocirrhites,Cirrhitidae,Actinopteri,281678,1,NA
1692,Neoditrema ransonnetii,Neoditrema ransonnetii,species,Neoditrema ransonnetii,Neoditrema ransonnetii,Neoditrema,Embiotocidae,Actinopteri,281688,1,NA
1693,Neoglyphidodon bonang,Neoglyphidodon bonang,species,Neoglyphidodon bonang,Neoglyphidodon bonang,Neoglyphidodon,Pomacentridae,Actinopteri,278810,1,NA
1694,Neoglyphidodon carlsoni,Neoglyphidodon carlsoni,species,Neoglyphidodon carlsoni,Neoglyphidodon carlsoni,Neoglyphidodon,Pomacentridae,Actinopteri,278811,1,NA
1695,Neoglyphidodon crossi,Neoglyphidodon crossi,species,Neoglyphidodon crossi,Neoglyphidodon crossi,Neoglyphidodon,Pomacentridae,Actinopteri,278812,1,NA
1696,Neoglyphidodon melas,Neoglyphidodon melas,species,Neoglyphidodon melas,Neoglyphidodon melas,Neoglyphidodon,Pomacentridae,Actinopteri,218833,1,NA
1697,Neoglyphidodon nigroris,Neoglyphidodon nigroris,species,Neoglyphidodon nigroris,Neoglyphidodon nigroris,Neoglyphidodon,Pomacentridae,Actinopteri,278813,1,NA
1698,Neoglyphidodon oxyodon,Neoglyphidodon oxyodon,species,Neoglyphidodon oxyodon,Neoglyphidodon oxyodon,Neoglyphidodon,Pomacentridae,Actinopteri,278814,1,NA
1699,Neoglyphidodon polyacanthus,Neoglyphidodon polyacanthus,species,Neoglyphidodon polyacanthus,Neoglyphidodon polyacanthus,Neoglyphidodon,Pomacentridae,Actinopteri,278815,1,NA
1700,Neoglyphidodon spp.,Neoglyphidodon spp.,genus,NA,NA,Neoglyphidodon,Pomacentridae,Actinopteri,NA,NA,NA
1701,Neoglyphidodon thoracotaeniatus,Neoglyphidodon thoracotaeniatus,species,Neoglyphidodon thoracotaeniatus,Neoglyphidodon thoracotaeniatus,Neoglyphidodon,Pomacentridae,Actinopteri,278816,1,NA
1702,Neomyxus leuciscus,Neomyxus leuciscus,species,Neomyxus leuciscus,Neomyxus leuciscus,Neomyxus,Mugilidae,Actinopteri,281693,1,NA
1703,Neoniphon argenteus,Neoniphon argenteus,species,Neoniphon argenteus,Neoniphon argenteus,Neoniphon,Holocentridae,Actinopteri,217931,1,NA
1704,Neoniphon marianus,Neoniphon marianus,species,Neoniphon marianus,Neoniphon marianus,Neoniphon,Holocentridae,Actinopteri,276205,1,NA
1705,Neoniphon opercularis,Neoniphon opercularis,species,Neoniphon opercularis,Neoniphon opercularis,Neoniphon,Holocentridae,Actinopteri,217929,1,NA
1706,Neoniphon sammara,Neoniphon sammara,species,Neoniphon sammara,Neoniphon sammara,Neoniphon,Holocentridae,Actinopteri,159393,1,NA
1707,Neoniphon spp.,Neoniphon spp.,genus,NA,NA,Neoniphon,Holocentridae,Actinopteri,NA,NA,NA
1708,Neoodax balteatus,Neoodax balteatus,species,Neoodax balteatus,Neoodax balteatus,Neoodax,Odacidae,Actinopteri,281694,1,NA
1709,Neopomacentrus anabatoides,Neopomacentrus anabatoides,species,Neopomacentrus anabatoides,Neopomacentrus anabatoides,Neopomacentrus,Pomacentridae,Actinopteri,278909,1,NA
1710,Neopomacentrus azysron,Neopomacentrus azysron,species,Neopomacentrus azysron,Neopomacentrus azysron,Neopomacentrus,Pomacentridae,Actinopteri,218837,1,NA
1711,Neopomacentrus bankieri,Neopomacentrus bankieri,species,Neopomacentrus bankieri,Neopomacentrus bankieri,Neopomacentrus,Pomacentridae,Actinopteri,278911,1,NA
1712,Neopomacentrus cyanomos,Neopomacentrus cyanomos,species,Neopomacentrus cyanomos,Neopomacentrus cyanomos,Neopomacentrus,Pomacentridae,Actinopteri,218839,1,NA
1713,Neopomacentrus filamentosus,Neopomacentrus filamentosus,species,Neopomacentrus filamentosus,Neopomacentrus filamentosus,Neopomacentrus,Pomacentridae,Actinopteri,278912,1,NA
